ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-L
0195055411;They Never Said It: A Book of Fake Quotes, Misquotes, and Mis-Leading Attributions;Paul F. Boller;1989;Oxford University Press;http://images.amazon.com/images/P/0195055411.01.LZZZZZZZ.jpg
0195055888;Jazz Anecdotes;Bill Crow;1990;Oxford University Press;http://images.amazon.com/images/P/0195055888.01.LZZZZZZZ.jpg
019505654X;First Ladies;Betty Boyd Caroli;1988;Oxford University Press;http://images.amazon.com/images/P/019505654X.01.LZZZZZZZ.jpg
0195056582;Sambo: The Rise and Demise of an American Jester;Joseph Boskin;1988;Oxford University Press;http://images.amazon.com/images/P/0195056582.01.LZZZZZZZ.jpg
0195056612;Opera Anecdotes (Oxford Paperbacks);Ethan Mordden;1988;Oxford University Press;http://images.amazon.com/images/P/0195056612.01.LZZZZZZZ.jpg
0195056795;Contemporary Moral Controversies in Business;A. Pablo Iannone;1989;Oxford Univ Pr;http://images.amazon.com/images/P/0195056795.01.LZZZZZZZ.jpg
0195056892;City Lights: Urban-Suburban Life in a Global Society;E. Barbara Phillips;1996;Oxford University Press;http://images.amazon.com/images/P/0195056892.01.LZZZZZZZ.jpg
0195057309;Force and Statecraft: Diplomatic Problems of Our Time;Gordon A. Craig;1990;Oxford University Press;http://images.amazon.com/images/P/0195057309.01.LZZZZZZZ.jpg
0195057430;The Visible Poor: Homelessness in the United States;Joel Blau;1992;American Philological Association;http://images.amazon.com/images/P/0195057430.01.LZZZZZZZ.jpg
0195057813;Shattered Nerves: Doctors, Patients, and Depression in Victorian England;Janet Oppenheim;1991;American Philological Association;http://images.amazon.com/images/P/0195057813.01.LZZZZZZZ.jpg
0195058208;Under Western Skies: Nature and History in the American West;Donald Worster;1992;Oxford University Press;http://images.amazon.com/images/P/0195058208.01.LZZZZZZZ.jpg
0195059158;The Wisdom of the Saints: An Anthology;Jill Haak Adels;1989;Oxford University Press;http://images.amazon.com/images/P/0195059158.01.LZZZZZZZ.jpg
0195059204;The Adams Women: Abigail and Louisa Adams, Their Sisters and Daughters;Paul C. Nagel;1989;Oxford University Press;http://images.amazon.com/images/P/0195059204.01.LZZZZZZZ.jpg
019505928X;"A Sand County Almanac and Sketches Here and There (Outdoor Essays &amp; Reflections)";Aldo Leopold;1989;Oxford University Press;http://images.amazon.com/images/P/019505928X.01.LZZZZZZZ.jpg
019505976X;Presidential Wives;Paul F. Boller;1989;Oxford University Press;http://images.amazon.com/images/P/019505976X.01.LZZZZZZZ.jpg
019506075X;The Signifying Monkey: A Theory of African-American Literary Criticism;Henry Louis Gates;1989;Oxford University Press;http://images.amazon.com/images/P/019506075X.01.LZZZZZZZ.jpg
0195060830;Six Women's Slave Narratives (Schomburg Library of Nineteenth Century Black Women Writers);William L. Andrews;1989;Oxford University Press;http://images.amazon.com/images/P/0195060830.01.LZZZZZZZ.jpg
0195061101;Colonial Latin America;Mark A. Burkholder;1997;Oxford University Press;http://images.amazon.com/images/P/0195061101.01.LZZZZZZZ.jpg
0195061551;Reason and Religious Belief: An Introduction to the Philosophy of Religion;Michael Peterson;1990;Oxford University Press;http://images.amazon.com/images/P/0195061551.01.LZZZZZZZ.jpg
0195061659;Prometheus Bound (Greek Tragedy in New Translations);Aeschylus;1989;Oxford University Press;http://images.amazon.com/images/P/0195061659.01.LZZZZZZZ.jpg
0195061675;Antigone (Greek Tragedy in New Translations);Sophocles;1990;Oxford University Press;http://images.amazon.com/images/P/0195061675.01.LZZZZZZZ.jpg
0195061772;The Symphony: A Listener's Guide;Michael Steinberg;1995;Oxford University Press;http://images.amazon.com/images/P/0195061772.01.LZZZZZZZ.jpg
0195063031;The Mystery of Numbers;Annemarie Schimmel;1993;Oxford University Press;http://images.amazon.com/images/P/0195063031.01.LZZZZZZZ.jpg
0195063171;Eloquence in an Electronic Age: The Transformation of Political Speechmaking;Kathleen Hall Jamieson;1988;Oxford University Press;http://images.amazon.com/images/P/0195063171.01.LZZZZZZZ.jpg
0195063236;A Voice from the South (Schomburg Library of 19th Century Black Women Writers);Anna Julia Cooper;1990;Oxford University Press;http://images.amazon.com/images/P/0195063236.01.LZZZZZZZ.jpg
0195063252;The Magazine Novels of Pauline Hopkins (Shomburg Library of 19th Century Black Women Writers);Pauline Hopkins;1990;Oxford University Press;http://images.amazon.com/images/P/0195063252.01.LZZZZZZZ.jpg
0195063317;Gay, Straight, and In-Between: The Sexology of Exotic Orientation;John Money;1990;Oxford University Press;http://images.amazon.com/images/P/0195063317.01.LZZZZZZZ.jpg
019506402X;Forks, Phonographs, and Hot Air Balloons: A Field Guide to Inventive Thinking;Robert J. Weber;1993;American Philological Association;http://images.amazon.com/images/P/019506402X.01.LZZZZZZZ.jpg
0195064720;Freedom Summer;Doug McAdam;1990;Oxford University Press;http://images.amazon.com/images/P/0195064720.01.LZZZZZZZ.jpg
0195064844;Tube of Plenty: The Evolution of American Television;Erik Barnouw;1990;Oxford University Press;http://images.amazon.com/images/P/0195064844.01.LZZZZZZZ.jpg
0195064879;Aristotle on Rhetoric: A Theory of Civil Discourse;Aristotle;1991;Oxford University Press;http://images.amazon.com/images/P/0195064879.01.LZZZZZZZ.jpg
0195065107;The Oxford Companion to African American Literature;William L. Andrews;1997;Oxford University Press;http://images.amazon.com/images/P/0195065107.01.LZZZZZZZ.jpg
0195065433;Rise of Modern China 4e Export Ed Only;Hsu;1997;Oxford University Press;http://images.amazon.com/images/P/0195065433.01.LZZZZZZZ.jpg
0195065697;American Salons: Encounters With European Modernism, 1885-1917;Robert M. Crunden;1993;Oxford University Press;http://images.amazon.com/images/P/0195065697.01.LZZZZZZZ.jpg
0195065778;Wartime: Understanding and Behavior in the Second World War;Paul Fussell;1990;Oxford University Press;http://images.amazon.com/images/P/0195065778.01.LZZZZZZZ.jpg
0195066049;The Creation of Feminist Consciousness: From the Middle Ages to Eighteen-Seventy (Women and History, Vol. 2);Gerda Lerner;1993;Oxford University Press;http://images.amazon.com/images/P/0195066049.01.LZZZZZZZ.jpg
0195066162;A History of Our Time: Readings on Postwar America;William H. Chafe;1990;Oxford University Press;http://images.amazon.com/images/P/0195066162.01.LZZZZZZZ.jpg
0195066278;The Unfinished Journey: American (Sic) Since World War II;William H. Chafe;1990;Oxford University Press;http://images.amazon.com/images/P/0195066278.01.LZZZZZZZ.jpg
0195066707;Incidents in the Life of a Slave Girl (Schomburg Library of Nineteenth-Century Black Women Writers);Harriet Jacobs;1990;Oxford University Press;http://images.amazon.com/images/P/0195066707.01.LZZZZZZZ.jpg
0195066863;Her Share of the Blessings: Women's Religions Among Pagans, Jews, and Christians in the Greco-Roman World;Ross Shepard Kraemer;1992;Oxford University Press;http://images.amazon.com/images/P/0195066863.01.LZZZZZZZ.jpg
0195067142;With the Old Breed: At Peleliu and Okinawa;Eugene B. Sledge;1990;Oxford University Press;http://images.amazon.com/images/P/0195067142.01.LZZZZZZZ.jpg
0195067851;Contending Forces: A Romance Illustrative of Negro Life North and South (The Schomburg Library of Nineteenth-Century Black Women Writers);Pauline E. Hopkins;1991;Oxford University Press;http://images.amazon.com/images/P/0195067851.01.LZZZZZZZ.jpg
0195067886;The Origins of the Mithraic Mysteries: Cosmology and Salvation in the Ancient World;David Ulansey;1991;Oxford University Press;http://images.amazon.com/images/P/0195067886.01.LZZZZZZZ.jpg
0195068122;Mirror Worlds: Or the Day Software Puts the Universe in a Shoebox...How It Will Happen and What It Will Mean/304506;David Hillel Gelernter;1991;Oxford Univ Pr;http://images.amazon.com/images/P/0195068122.01.LZZZZZZZ.jpg
0195068521;In My Father's House: Africa in the Philosophy of Culture;Kwame Anthony Appiah;1993;Oxford University Press;http://images.amazon.com/images/P/0195068521.01.LZZZZZZZ.jpg
0195068556;The Critical Theory of Technology;Andrew Feenberg;1991;Oxford University Press;http://images.amazon.com/images/P/0195068556.01.LZZZZZZZ.jpg
0195069056;Albion's Seed: Four British Folkways in America (America);David Hackett Fischer;1991;Oxford University Press;http://images.amazon.com/images/P/0195069056.01.LZZZZZZZ.jpg
019506948X;A Handbook of Critical Approaches to Literature;Wilfred L. Guerin;1992;Oxford University Press;http://images.amazon.com/images/P/019506948X.01.LZZZZZZZ.jpg
0195069552;The Quest for El Cid;Richard Fletcher;1991;Oxford University Press;http://images.amazon.com/images/P/0195069552.01.LZZZZZZZ.jpg
0195069862;Cost of Competence: Why Inequality Causes Depression, Eating Disorders, and Illness in Women;Brett Silverstein;1995;Oxford University Press;http://images.amazon.com/images/P/0195069862.01.LZZZZZZZ.jpg
0195069978;The Sea Around Us;Rachel L. Carson;1991;Oxford University Press;http://images.amazon.com/images/P/0195069978.01.LZZZZZZZ.jpg
0195069986;Notes of a Hanging Judge: Essays and Reviews, 1979-1989;Stanley Crouch;1991;Oxford Univ Pr (T);http://images.amazon.com/images/P/0195069986.01.LZZZZZZZ.jpg
0195070658;The Oxford Book of American Short Stories;Joyce Carol Oates;1992;Oxford University Press;http://images.amazon.com/images/P/0195070658.01.LZZZZZZZ.jpg
0195071603;The Final Revolution: The Resistance Church and the Collapse of Communism;George Weigel;1992;Oxford Univ Pr;http://images.amazon.com/images/P/0195071603.01.LZZZZZZZ.jpg
0195072588;The Female Experience: An American Documentary;Gerda Lerner;1991;Oxford University Press;http://images.amazon.com/images/P/0195072588.01.LZZZZZZZ.jpg
019507260X;"Material Dreams: Southern California Through the 1920's (Americans &amp; the California Dream)";Kevin Starr;1991;Oxford University Press;http://images.amazon.com/images/P/019507260X.01.LZZZZZZZ.jpg
0195072790;Understanding Depression: A Complete Guide to Its Diagnosis and Treatment;Donald F., M.D. Klein;1992;Oxford University Press;http://images.amazon.com/images/P/0195072790.01.LZZZZZZZ.jpg
019507288X;The Children of Herakles (Greek Tragedy in New Translations);Euripides;1992;Oxford University Press;http://images.amazon.com/images/P/019507288X.01.LZZZZZZZ.jpg
0195073088;Popular Writing in America: The Interaction of Style and Audience;Donald McQuade;1993;Oxford University Press;http://images.amazon.com/images/P/0195073088.01.LZZZZZZZ.jpg
0195073541;The Oxford Thesaurus: American Edition/Thumb Indexed;Laurence Urdang;1992;Oxford University Press;http://images.amazon.com/images/P/0195073541.01.LZZZZZZZ.jpg
0195073819;Return to Diversity: A Political History of East Central Europe Since World War II;Joseph Rothschild;1993;Oxford University Press;http://images.amazon.com/images/P/0195073819.01.LZZZZZZZ.jpg
0195074246;The Joys of Hebrew;Lewis Glinert;1992;American Philological Association;http://images.amazon.com/images/P/0195074246.01.LZZZZZZZ.jpg
019507453X;The Jew in the Modern World: A Documentary History;Paul R. Mendes-Flohr;1995;Oxford University Press;http://images.amazon.com/images/P/019507453X.01.LZZZZZZZ.jpg
0195074750;The World of Myth;David Adams Leeming;1992;Oxford University Press;http://images.amazon.com/images/P/0195074750.01.LZZZZZZZ.jpg
0195074858;Love's Knowledge: Essays on Philosophy and Literature;Martha C. Nussbaum;1992;Oxford University Press;http://images.amazon.com/images/P/0195074858.01.LZZZZZZZ.jpg
0195075595;Art from the Ashes: A Holocaust Anthology;Lawrence L. Langer;1994;Oxford University Press;http://images.amazon.com/images/P/0195075595.01.LZZZZZZZ.jpg
0195076184;The Oxford Companion to Archaeology;Brian M. Fagan;1996;Oxford University Press;http://images.amazon.com/images/P/0195076184.01.LZZZZZZZ.jpg
0195076672;The World of the Autistic Child: Understanding and Treating Autistic Spectrum Disorders;Bryna Siegel;1996;Oxford University Press;http://images.amazon.com/images/P/0195076672.01.LZZZZZZZ.jpg
0195076761;Culture of Complaint: The Fraying of America (Oxford American Lectures);Robert Hughes;1993;American Philological Association;http://images.amazon.com/images/P/0195076761.01.LZZZZZZZ.jpg
0195077040;Imaginary Companions and the Children Who Create Them;Marjorie Taylor;1999;Oxford University Press;http://images.amazon.com/images/P/0195077040.01.LZZZZZZZ.jpg
0195077326;Art from the Ashes: A Holocaust Anthology;Lawrence L. Langer;1995;Oxford University Press;http://images.amazon.com/images/P/0195077326.01.LZZZZZZZ.jpg
0195078004;Beyond the Blue Horizon: Myths and Legends of the Sun, Moon, Stars, and Planets;E.C. Krupp;1992;Oxford University Press;http://images.amazon.com/images/P/0195078004.01.LZZZZZZZ.jpg
0195078128;Beginning Again: People and Nature in the New Millennium;David Ehrenfeld;1993;Oxford University Press;http://images.amazon.com/images/P/0195078128.01.LZZZZZZZ.jpg
0195078268;Baseball's Great Experiment: Jackie Robinson and His Legacy;Jules Tygiel;1993;Oxford University Press;http://images.amazon.com/images/P/0195078268.01.LZZZZZZZ.jpg
0195078535;A Dictionary of Modern American Usage;Bryan A. Garner;1998;Oxford University Press;http://images.amazon.com/images/P/0195078535.01.LZZZZZZZ.jpg
0195078918;Lincoln, the War President: The Gettysburg Lectures (Gettysburg Civil War Institute Books);G. S. Boritt;1992;Stan Clark Military Books;http://images.amazon.com/images/P/0195078918.01.LZZZZZZZ.jpg
0195078993;Major American Short Stories;A. Walton Litz;1994;Oxford University Press;http://images.amazon.com/images/P/0195078993.01.LZZZZZZZ.jpg
0195080343;Divided Houses: Gender and the Civil War;Catherine Clinton;1992;Oxford University Press;http://images.amazon.com/images/P/0195080343.01.LZZZZZZZ.jpg
0195080408;Frederick II: A Medieval Emperor;David Abulafia;1992;Oxford University Press;http://images.amazon.com/images/P/0195080408.01.LZZZZZZZ.jpg
0195081382;A Christian Perspective on Political Thought;Stephen Charles Mott;1993;Oxford University Press;http://images.amazon.com/images/P/0195081382.01.LZZZZZZZ.jpg
0195081927;Nicholas II: Last of the Tsars;Marc Ferro;1993;Oxford University Press;http://images.amazon.com/images/P/0195081927.01.LZZZZZZZ.jpg
019508196X;Classic Fiction of the Harlem Renaissance;William L. Andrews;1994;Oxford University Press;http://images.amazon.com/images/P/019508196X.01.LZZZZZZZ.jpg
0195081994;Entropy and the Magic Flute;Harold J. Morowitz;1993;Oxford University Press;http://images.amazon.com/images/P/0195081994.01.LZZZZZZZ.jpg
0195082494;Violence in the Black Imagination: Essays and Documents;Ronald T. Takaki;1993;Oxford University Press;http://images.amazon.com/images/P/0195082494.01.LZZZZZZZ.jpg
0195083571;Cradle to Grave: Life, Work, and Death at the Lake Superior Copper Mines;Larry Lankton;1993;Oxford University Press;http://images.amazon.com/images/P/0195083571.01.LZZZZZZZ.jpg
0195083679;The Study of Social Problems: Seven Perspectives;Earl Rubington;1995;Oxford University Press;http://images.amazon.com/images/P/0195083679.01.LZZZZZZZ.jpg
0195084055;Growing Up in Medieval London: The Experience of Childhood in History;Barbara A. Hanawalt;1993;Oxford University Press;http://images.amazon.com/images/P/0195084055.01.LZZZZZZZ.jpg
0195084160;Family Western World (Bookclub Special);Gottlieb;1997;Oxford University Press;http://images.amazon.com/images/P/0195084160.01.LZZZZZZZ.jpg
0195084438;The Lupus Book: A Guide for Patients and Their Families;Daniel J. Wallace;1995;Oxford University Press;http://images.amazon.com/images/P/0195084438.01.LZZZZZZZ.jpg
0195084829;Dual Attraction: Understanding Bisexuality;Martin S. Weinberg;1994;Oxford University Press;http://images.amazon.com/images/P/0195084829.01.LZZZZZZZ.jpg
0195085140;Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension;Michio Kaku;1994;Oxford University Press;http://images.amazon.com/images/P/0195085140.01.LZZZZZZZ.jpg
0195085280;Television: The Critical View;Horace Newcomb;1994;Oxford University Press;http://images.amazon.com/images/P/0195085280.01.LZZZZZZZ.jpg
0195085493;Why the Confederacy Lost (Gettysburg Civil War Instutute Books);Gabor S. Boritt;1993;Oxford University Press;http://images.amazon.com/images/P/0195085493.01.LZZZZZZZ.jpg
0195085574;American Holocaust: The Conquest of the New World;David E. Stannard;1993;Oxford University Press;http://images.amazon.com/images/P/0195085574.01.LZZZZZZZ.jpg
0195086074;Intuitive Biostatistics;Harvey Motulsky;1995;Oxford University Press;http://images.amazon.com/images/P/0195086074.01.LZZZZZZZ.jpg
